reviewer_name,review_text,movie_name
Jennifer Bisset,"Over 140 animators combined computer animation with a hand-drawn style to mimic a comic book look. Inventive visuals, fresh storytelling and embracing the comic books' wackiness helped make the first non-white Spider-Man one of the best.",Spider-Man: Into the Spider-Verse
Kate Boyle,Spider-Man: Into the Spider-Verse was a fantastic film.  It is a great coming-of-age story that teaches us we are all unique and that’s what makes us great.,Spider-Man: Into the Spider-Verse
Joseph Garcia,"What they have here is something special. Not only does it look unique, but it also feels very forward-thinking in terms of animation.",Spider-Man: Into the Spider-Verse
Jeffrey Harris,"The film works as a refreshing origin story for Miles Morales, and the filmmakers offer a unique visual style that's never really been seen before in a CG-animated picture.",Spider-Man: Into the Spider-Verse
Keith Garlington,But then you run into the storytelling – a frustrating swirl of highs and lows that shortchanges its most interesting component and emotional core.,Spider-Man: Into the Spider-Verse
Brian Eggert,"It manages to be more than the easy cash-grab it could have been by supplying audiences with something uncommon, both within the superhero genre and in the medium of animation.",Spider-Man: Into the Spider-Verse
Yasser Medina,"Generally speaking, it's an acceptable animated product of arachnid superheroes, but it doesn't seem as great as it's being marketed to me. [Full review in Spanish]",Spider-Man: Into the Spider-Verse
Kip Mooney,"It's the best animated film of the year, and one of the best movies of the year period.",Spider-Man: Into the Spider-Verse
Rick Marshall,"Into the Spider-Verse isn't just the best of the character's origin films, it's right up there among the best Spider-Man movies ever made.",Spider-Man: Into the Spider-Verse
Alex Bentley,"You may not think that you need to give your time to yet another Spider-Man movie, but you would be wrong. Spider-Man: Into the Spider-Verse expands the character into fantastic different directions and could be the start of something completely new.",Spider-Man: Into the Spider-Verse
Jim Rohner,It's an absolutely delightful watch and one of the finest examples of the excitement and joy of which cinema is capable.,Spider-Man: Into the Spider-Verse
Fletcher Powell,I can't come up with enough superlatives to describe how much darn fun Spider-Man: Into the Spider-Verse is.,Spider-Man: Into the Spider-Verse
Jeffrey Zhang,"A resoundingly successful experiment that will open countless doors to the weird, wonderful world of comic books.",Spider-Man: Into the Spider-Verse
Mark Cassidy,"Spectacular, amazing, astonishing - whatever Spidey-related adjective you choose, it'll fit.",Spider-Man: Into the Spider-Verse
Isaac Feldberg,"An audaciously, almost unbelievably alive piece of pop art made by people who really respect and understand the hope at the core of the superhero mythos.",Spider-Man: Into the Spider-Verse
David Hogan,"Spider-Verse manages to tell a comic book origin tale, a heart-warming family tale and a grand-scale multiversal threat tale and nails all three perfectly. More please!",Spider-Man: Into the Spider-Verse
Clayton Dillard,"The film is an alchemic triumph of effortless story execution, pinpoint humor, and acting masterclass.",Witness for the Prosecution
Matt Brunson,"Along with 1945’s And Then There Were None, this is the greatest of all the Agatha Christie adaptations that have been brought to the screen.",Witness for the Prosecution
Sean Axmaker,"Laughton takes what could be a hammy role—the brilliant legal mind, theatrical courtroom performer, and wily curmudgeon...—and invests it with a sense of passion for his work and a sense of duty and honor beyond winning,",Witness for the Prosecution
Ian Kane,"In the end, “Witness for the Prosecution” is a taut, fascinating character study featuring crisp acting, excellent direction, and a compelling plot with many unexpected twists that will keep you guessing...",Witness for the Prosecution
Tim Dirks,"Witness for the Prosecution (1957) is co-writer and director Billy Wilder's brilliant film, with crisp dialogue, a complicated and intriguing plot, unique characters and excellent acting performances. It was a convoluted, twisting courtroom drama-mystery",Witness for the Prosecution
Mike Massie,"Although the picture centers upon the titular, hostile witness for the prosecution and the shocks presented from that climactic testimony, it’s Laughton’s performance that remains most memorable.",Witness for the Prosecution
Wendy Ide,[A] witty and gripping adaptation of her [Agatha Christie's] twist-heavy courtroom stage drama.,Witness for the Prosecution
Tom Cassidy,"Part comedy, part thrilling courtroom drama and a mystery until the very end, this is a quiet classic. Case closed.",Witness for the Prosecution
Danielle Solzman,...Witness for the Prosecution is one of the best courtroom dramas in cinematic history.,Witness for the Prosecution
Nicholas Bell,"Witness for the Prosecution may wrap itself up a bit smugly, even as it spins a sharp twist, but it still stands as one of the more notable courtroom dramas even as it crackles along on a sort of contrived artifice.",Witness for the Prosecution
Rob Aldam,it's Laughton who is afforded free reign to explore his character and demonstrates impeccable comic timing.,Witness for the Prosecution
Martyn Conterio,"Laughton knocks it out of the park as Robarts, and his scenes with real-life missus Lanchester are hysterical.",Witness for the Prosecution
Isabel Quigly,"The whole film is so indubitably, exuberantly recommendable (for aunts. grandparents, grandchildren, highbrows, lowbrows, husbands, wives, and almost anyone else you can think of at any end of the scale.",Witness for the Prosecution
Ken Hanke,"Every time the story strays from Sir Wilfrid, the interest level goes down a notch. Fortunately for the viewer, it doesn't get away from him very long at any point.",Witness for the Prosecution
Noel Murray,"Witness For The Prosecution has the pace and patience of live theater, but not the look. Wilder doesn't get overly flashy with camera moves and angles, but he does shift positioning subtly and effectively.",Witness for the Prosecution
David Parkinson,Marlene Dietrich tries not to give anything away as usual while Agatha Christie's whodunit plot whirs tidily about her expressionless beauty.,Witness for the Prosecution
Unknown reviewer,Wilder's adaptation is guilty of being absolutely marvelous.,Witness for the Prosecution
Emanuel Levy,"This Oscar-nominated courtroom drama represents Billy Wilder at his most theatrical and old-fashioned, but the saga is enjoyable and so is the acting of all-star cast.",Witness for the Prosecution
Matthew Pejkovic,An exciting court room romp that engrosses the viewer with its high melodrama and dialogue driven scenes.,Witness for the Prosecution
Dan Jardine,A slew of terrific performances help to elevate Wilder's twist-ridden courtroom drama above your standard fare in the genre.,Witness for the Prosecution
Zofia Wijaszka,"With an out-of-this-world cast, ""The Shining"" remains a cult film, even after 44 years and it’s ideal for a cold winter evening.",The Shining
Wendy Ide,The supernatural joins forces with psychosis in Stanley Kubrick’s superb adaptation of a Stephen King bestseller.,The Shining
Patrick Cavanaugh,"Stanley Kubrick somehow manages to feel restrained and more ambitious than ever, delivering a harrowing and nightmarish case study in the impact of isolation and familial resentment.",The Shining
Manuel São Bento,"The Shining might be one of the most accessible classics to new viewers of today to understand why it is, in fact, one of the greatest and most influential horror films of all time. The ending is still mind-blowing after all these years.",The Shining
